Título,Ubicación,Precio,Habitaciones,Baños,Metros Cuadrados,Planta
Piso en calle de Castalia,Canillejas (Distrito San Blas. Madrid Capital),269.000 €,3 habs.,1 baño,81 m²,1ª planta
,,,,,,
