Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Características
https://www.pisos.com/comprar/chalet-meco_centro_urbano-40837309558_524533/,750.000,315,Anuncio actualizado el 13/10/2024,Consumo:41 kWh/m² año,Emisiones:7 Kg CO₂/m² año,"[('Superficie construida:', '315 m²'), ('Superficie útil:', '278 m²'), ('Superficie solar:', '500 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Antigüedad:', 'Menos de 5 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4524533-SER0182')]"
https://www.pisos.com/comprar/chalet-castilla28034-39265598071_102100/,2.900.000,540,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '540 m²'), ('Superficie solar:', '901 m²'), ('Habitaciones:', '6'), ('Baños:', '7'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM14-186893')]"
https://www.pisos.com/comprar/piso-guadarrama_centro_urbano-47519930066_101800/,189.900,73,Anuncio actualizado el 01/10/2024,N/A,N/A,"[('Superficie construida:', '73 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Planta:', '4ª'), ('Referencia:', 'IF76801-candanchu')]"
https://www.pisos.com/comprar/chalet-castillo_campodon-44213645899_100500/,1.390.000,861,Anuncio actualizado el 20/05/2024,N/A,N/A,"[('Superficie construida:', '861 m²'), ('Superficie solar:', '2.800 m²'), ('Habitaciones:', '4'), ('Baños:', '6'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA4858-C50886')]"
https://www.pisos.com/comprar/piso-goya28006-45094726245_101800/,2.630.000,306,Anuncio actualizado el 21/10/2024,Consumo:166 kWh/m² año,Emisiones:34 Kg CO₂/m² año,"[('Superficie construida:', '306 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Planta:', '4ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF75984-M11415V')]"
https://www.pisos.com/comprar/casa_adosada-sector_b28660-45851380843_100500/,714.900,257,Anuncio actualizado el 23/07/2024,N/A,N/A,"[('Superficie construida:', '257 m²'), ('Superficie útil:', '250 m²'), ('Superficie solar:', '257 m²'), ('Habitaciones:', '3'), ('Baños:', '8'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Gastos de comunidad:', 'Entre 80 y 100 €'), ('Referencia:', 'SA4335-CHSZ/9965')]"
https://www.pisos.com/comprar/piso-castillo_campodon-44255923087_100500/,249.900,70,Anuncio actualizado el 07/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '70 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', 'Bajo'), ('Referencia:', 'SA5368-00051/10248')]"
https://www.pisos.com/comprar/piso-somosaguas_humera_los_angeles28223-45039784012_102100/,795.000,172,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '172 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Exterior:', 'Exterior'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-198532')]"
https://www.pisos.com/comprar/chalet_adosado-valdepastores_pino_centinela_las_encinas28669-43401497838_525764/,699.900,256,Anuncio actualizado el 01/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '256 m²'), ('Superficie útil:', '210 m²'), ('Habitaciones:', '6'), ('Baños:', '3'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'Reformado'), ('Referencia:', '4525764-000033')]"
https://www.pisos.com/comprar/casa_adosada-zona_sureste-39206990085_100500/,434.900,193,Anuncio actualizado el 16/02/2024,N/A,N/A,"[('Superficie construida:', '193 m²'), ('Superficie útil:', '170 m²'), ('Superficie solar:', '130 m²'), ('Habitaciones:', '5'), ('Baños:', '3'), ('Tipo de casa:', 'Adosada'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 20 y 40 €'), ('Referencia:', 'SA2470-JCD-TorrejonAVC')]"
https://www.pisos.com/comprar/piso-numancia28038-47537326827_108700/,175.000,71,Anuncio actualizado el 11/10/2024,N/A,N/A,"[('Superficie construida:', '71 m²'), ('Superficie útil:', '71 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'UVC640-28586')]"
https://www.pisos.com/comprar/chalet-las_zorreras_monte_encinar-38356674570_813100/,460.000,281,Anuncio actualizado el 11/03/2024,Consumo:294 kWh/m² año,Emisiones:62 Kg CO₂/m² año,"[('Superficie construida:', '281 m²'), ('Superficie útil:', '245 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '48131-4327')]"
https://www.pisos.com/comprar/atico-nueva_espana28036-40834467086_101800/,2.600.000,486,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '486 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Planta:', '3ª'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'IF76850-M30402V')]"
https://www.pisos.com/comprar/casa_adosada-sector_s28660-48338624132_100200/,649.000,204,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '204 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'TC369-595674')]"
https://www.pisos.com/comprar/piso-aeropuerto28042-46710934988_994534/,362.000,96,Anuncio actualizado el 09/09/2024,Consumo:44 kWh/m² año,Emisiones:44 Kg CO₂/m² año,"[('Superficie construida:', '96 m²'), ('Superficie útil:', '78 m²'), ('Habitaciones:', '1'), ('Baños:', '2'), ('Planta:', '3ª'), ('Conservación:', 'A estrenar'), ('Referencia:', '4994534-STELLA HOMES 3ºB')]"
https://www.pisos.com/comprar/piso-trafalgar28010-43384620471_101800/,2.400.000,227,Anuncio actualizado el 10/10/2024,N/A,N/A,"[('Superficie construida:', '227 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '3ª'), ('Referencia:', 'IF76602-M20611V')]"
https://www.pisos.com/comprar/casa-puerto_de_galapagar_las_cuestas28260-47569627577_105300/,1.995.000,337,Anuncio actualizado el 20/10/2024,N/A,N/A,"[('Superficie construida:', '337 m²'), ('Superficie solar:', '504 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Referencia:', 'RS10-R4831375')]"
https://www.pisos.com/comprar/chalet-torrelodones_el_gasco-43410120985_108500/,1.190.000,414,Anuncio actualizado el 18/10/2024,Consumo:89 kWh/m² año,Emisiones:45 Kg CO₂/m² año,"[('Superficie construida:', '414 m²'), ('Superficie útil:', '400 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Referencia:', 'AG105-MG252')]"
https://www.pisos.com/comprar/piso-nino_jesus28009-48406425375_100500/,575.000,71,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '71 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Planta:', '6ª'), ('Antigüedad:', 'Más de 50 años'), ('Gastos de comunidad:', 'Entre 80 y 100 €'), ('Referencia:', 'SA3018-1-1488/8205')]"
https://www.pisos.com/comprar/duplex-fuencarral_el_pardo_el_pardo28023-41759567491_102100/,1.200.000,421,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '421 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Exterior:', 'Exterior'), ('Referencia:', 'GM31-194264')]"
https://www.pisos.com/comprar/casa-cercedilla_centro_urbano-45086447410_518878/,230.000,130,Anuncio actualizado el 26/06/2024,N/A,N/A,"[('Superficie construida:', '130 m²'), ('Superficie útil:', '130 m²'), ('Superficie solar:', '185 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'A reformar'), ('Referencia:', '4518878-1965')]"
https://www.pisos.com/comprar/piso-salamanca_castellana28001-38409154902_513662/,1.095.000,131,Anuncio actualizado el 19/03/2024,N/A,N/A,"[('Superficie construida:', '131 m²'), ('Superficie útil:', '114 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '3ª'), ('Interior:', 'Con muchísima luz, da a patio manzana muy amplio.'), ('Conservación:', 'Reformado'), ('Referencia:', '4513662-V8157')]"
https://www.pisos.com/comprar/piso-universidad_malasana28015-47578927770_101800/,1.100.000,128,Anuncio actualizado el 10/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '128 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '2ª'), ('Referencia:', 'IF76602-M20701V')]"
https://www.pisos.com/comprar/chalet-pueblo28223-42597088282_107700/,1.216.500,357,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '357 m²'), ('Superficie útil:', '237 m²'), ('Superficie solar:', '601 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Referencia:', 'VE76-0056-00459')]"
https://www.pisos.com/comprar/casa-navacerrada_centro_urbano-46687600198_108500/,530.000,160,Anuncio actualizado el 12/10/2024,N/A,N/A,"[('Superficie construida:', '160 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Referencia:', 'AG416-AV1196')]"
https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28924-46759803901_105700/,390.000,106,Anuncio actualizado el 30/08/2024,N/A,N/A,"[('Superficie construida:', '106 m²'), ('Superficie útil:', '92 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '4ª'), ('Referencia:', 'GB3-ALC532 PISO EN VENTA EN ALCORCON')]"
https://www.pisos.com/comprar/casa-valdemorillo_centro_urbano-45002570007_528556/,365.000,200,Anuncio actualizado el 17/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '200 m²'), ('Superficie útil:', '198 m²'), ('Superficie solar:', '70 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Conservación:', 'En buen estado'), ('Referencia:', '4528556-Valdemorillo Céntrico')]"
https://www.pisos.com/comprar/piso-goya28006-44214445986_101800/,2.350.000,168,Anuncio actualizado el 20/10/2024,Consumo:193 kWh/m² año,Emisiones:41 Kg CO₂/m² año,"[('Superficie construida:', '168 m²'), ('Planta:', '2ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF75984-M11394V')]"
https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-48416891016_101800/,209.000,55,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '55 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', '3ª'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'IF5948-mo312')]"
https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-48372503214_108700/,399.000,91,Anuncio actualizado el 24/10/2024,Consumo:106 kWh/m² año,Emisiones:24 Kg CO₂/m² año,"[('Superficie construida:', '91 m²'), ('Superficie útil:', '91 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'UVC861-29218')]"
https://www.pisos.com/comprar/atico-chamartin_prosperidad28002-48386166364_100500/,250.000,40,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '40 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', '3ª'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Gastos de comunidad:', 'Entre 80 y 100 €'), ('Referencia:', 'SA3018-2-1484/8205')]"
https://www.pisos.com/comprar/piso-salamanca_castellana28006-46715999704_528536/,1.150.000,132,Anuncio actualizado el 21/08/2024,Consumo:158 kWh/m² año,Emisiones:30 Kg CO₂/m² año,"[('Superficie construida:', '132 m²'), ('Superficie útil:', '115 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Planta:', '6ª'), ('Exterior:', 'Todas las habitaciones y salon dan al exterior'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'Reformado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4528536-1')]"
https://www.pisos.com/comprar/piso-grinon_centro_urbano-34214979657_101800/,169.000,104,Anuncio actualizado el 09/09/2024,Consumo:235 kWh/m² año,Emisiones:54 Kg CO₂/m² año,"[('Superficie construida:', '104 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Referencia:', 'IF76953-Villar')]"
https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-45065156675_101800/,190.000,122,Anuncio actualizado el 19/09/2024,N/A,N/A,"[('Superficie construida:', '122 m²'), ('Superficie solar:', '1.100 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF5432-RI-1108')]"
https://www.pisos.com/comprar/chalet-castillo_campodon-47566289495_100500/,1.450.000,388,Anuncio actualizado el 13/09/2024,N/A,N/A,"[('Superficie construida:', '388 m²'), ('Superficie solar:', '1.006 m²'), ('Habitaciones:', '4'), ('Baños:', '5'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA4858-C501192')]"
https://www.pisos.com/comprar/casa_pareada-colmenar_viejo_centro-47555440578_528821/,339.900,179,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '179 m²'), ('Superficie útil:', '170 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Tipo de casa:', 'Pareada'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4528821-000021')]"
https://www.pisos.com/comprar/casa_adosada-becerril_de_la_sierra_centro_urbano-47591364861_100500/,227.000,55,Anuncio actualizado el 20/10/2024,Consumo:396 kWh/m² año,Emisiones:67 Kg CO₂/m² año,"[('Superficie construida:', '55 m²'), ('Superficie útil:', '46 m²'), ('Habitaciones:', '1'), ('Baños:', '2'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'SA5546-V963/11295')]"
https://www.pisos.com/comprar/casa-el_olivar_de_mirabal28660-48351595703_523378/,970.000,305,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '305 m²'), ('Superficie útil:', '305 m²'), ('Superficie solar:', '265 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Antigüedad:', 'Menos de 5 años'), ('Conservación:', 'A estrenar'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4523378-000003')]"
https://www.pisos.com/comprar/chalet_unifamiliar-moraleja_de_enmedio_centro_urbano-47576224048_305300/,355.000,220,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '220 m²'), ('Superficie útil:', '200 m²'), ('Superficie solar:', '500 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Conservación:', 'En buen estado'), ('Referencia:', '3053-010156')]"
https://www.pisos.com/comprar/piso-villanueva_del_pardillo_centro_urbano-42561983291_101800/,374.900,103,Anuncio actualizado el 21/05/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '103 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF77018-AVMAD')]"
https://www.pisos.com/comprar/piso-recoletos28001-47501896003_101800/,2.184.000,211,Anuncio actualizado el 22/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '211 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '1ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF75984-M11474V')]"
https://www.pisos.com/comprar/casa-villa_del_prado_centro_urbano-44169702005_104700/,189.000,121,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '121 m²'), ('Superficie útil:', '120 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 10 y 20 €'), ('Referencia:', 'STA36-RP2792023112946')]"
https://www.pisos.com/comprar/piso-universidad_malasana28015-45022319237_528414/,1.600.000,245,Anuncio actualizado el 10/06/2024,Consumo:260 kWh/m² año,Emisiones:54 Kg CO₂/m² año,"[('Superficie construida:', '245 m²'), ('Superficie útil:', '178 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Planta:', '3ª'), ('Interior:', 'Coccina, dormitorios restantes'), ('Exterior:', 'Salon y dormitorio principal'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'A reformar'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4528414-MARCENADO')]"
https://www.pisos.com/comprar/chalet-la_berzosilla-21728663176_108500/,750.000,834,Anuncio actualizado el 07/10/2024,N/A,N/A,"[('Superficie construida:', '834 m²'), ('Superficie útil:', '750 m²'), ('Habitaciones:', '6'), ('Baños:', '5'), ('Referencia:', 'AG105-MG207')]"
https://www.pisos.com/comprar/chalet-fuencarral_el_pardo_el_pardo28023-93421936980_102100/,2.300.000,685,Anuncio actualizado el 19/10/2024,N/A,N/A,"[('Superficie construida:', '685 m²'), ('Superficie solar:', '3 m²'), ('Habitaciones:', '11'), ('Baños:', '10'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-100315')]"
https://www.pisos.com/comprar/piso-nueva_espana28036-48339336276_101800/,2.700.000,386,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '386 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Planta:', '6ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF76850-M30569V')]"
https://www.pisos.com/comprar/piso-parla_este28983-48384059915_100200/,294.000,137,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '137 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'TC58-598296')]"
https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28036-47505654865_101800/,1.500.000,272,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '272 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF76850-M30565V')]"
https://www.pisos.com/comprar/duplex-castillo_campodon-46717378290_100500/,470.000,113,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '113 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA4858-P20337')]"
https://www.pisos.com/comprar/piso-ibiza28009-48363578223_101800/,995.000,92,Anuncio actualizado el 23/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '92 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Planta:', '6ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF75984-M11494V')]"
https://www.pisos.com/comprar/atico-goya28009-48418708982_100500/,1.800.000,230,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '230 m²'), ('Superficie útil:', '206 m²'), ('Habitaciones:', '5'), ('Baños:', '3'), ('Planta:', '7ª'), ('Antigüedad:', 'Más de 50 años'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA3018-1-1478/8205')]"
https://www.pisos.com/comprar/chalet_adosado-villaviciosa_de_odon_centro-44215298017_990706/,710.000,299,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '299 m²'), ('Superficie útil:', '234 m²'), ('Superficie solar:', '262 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4990706-Chaparmar')]"
https://www.pisos.com/comprar/piso-centro_parque_de_la_manguilla-47597202888_101800/,114.900,60,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '60 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', '2ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF77054-HOSPITAL')]"
https://www.pisos.com/comprar/piso-casco_historico_de_barajas-45914288213_994534/,245.500,48,Anuncio actualizado el 09/09/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '48 m²'), ('Superficie útil:', '28 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', '1ª'), ('Conservación:', 'A estrenar'), ('Referencia:', '4994534-STELLA HOMES 1ºB')]"
https://www.pisos.com/comprar/chalet-valdetorres_de_jarama_centro_urbano28150-43373812395_102100/,580.000,179,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '179 m²'), ('Superficie solar:', '550 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-195920')]"
https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28053-48420424444_500823/,162.000,90,Anuncio actualizado el 17/10/2024,Consumo:250 kWh/m² año,Emisiones:50 Kg CO₂/m² año,"[('Superficie construida:', '90 m²'), ('Superficie útil:', '90 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', 'Bajo'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '500823-001730')]"
https://www.pisos.com/comprar/atico-chamberi_vallehermoso28003-45888814538_100500/,1.195.000,191,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '191 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Planta:', '10ª'), ('Antigüedad:', 'Más de 50 años'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA3018-1-1456/8205')]"
https://www.pisos.com/comprar/chalet_adosado-navalcarnero_centro_urbano-48422870898_520354/,420.000,220,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '220 m²'), ('Superficie útil:', '200 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 20 y 40 €'), ('Referencia:', '4520354-000025')]"
https://www.pisos.com/comprar/piso-leganes_zarzaquemada28915-48384658732_100500/,190.000,70,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '70 m²'), ('Superficie útil:', '56 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Planta:', '1ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'SA503-01124/689')]"
https://www.pisos.com/comprar/chalet_pareado-castilla28034-39245036664_102100/,2.795.000,539,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '539 m²'), ('Superficie solar:', '750 m²'), ('Habitaciones:', '6'), ('Baños:', '7'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM14-186879')]"
https://www.pisos.com/comprar/chalet-nueva_estacion_de_servicio-34256538092_102100/,1.900.000,1.126,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '1.126 m²'), ('Superficie solar:', '4 m²'), ('Habitaciones:', '5'), ('Baños:', '6'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-185815')]"
https://www.pisos.com/comprar/chalet_adosado-ciudalcampo_fuente_del_fresno28706-45908858723_102100/,545.000,307,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '307 m²'), ('Superficie solar:', '120 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-199560')]"
https://www.pisos.com/comprar/piso-torrejon_de_la_calzada_centro_urbano-40858944872_101800/,209.900,154,Anuncio actualizado el 09/09/2024,Consumo:110 kWh/m² año,Emisiones:24 Kg CO₂/m² año,"[('Superficie construida:', '154 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'IF76953-CARLOS I')]"
https://www.pisos.com/comprar/piso-salamanca_castellana28006-47594345179_100500/,1.149.000,84,Anuncio actualizado el 23/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '84 m²'), ('Habitaciones:', '2'), ('Baños:', '3'), ('Planta:', 'Bajo'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 60 y 80 €'), ('Referencia:', 'SA193-3111')]"
https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-45061781611_106700/,360.000,92,Anuncio actualizado el 01/10/2024,N/A,N/A,"[('Superficie construida:', '92 m²'), ('Superficie útil:', '63 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IFC76304-PIS_34')]"
https://www.pisos.com/comprar/casa_adosada-sector_b-37569834959_526072/,995.000,309,Anuncio actualizado el 17/09/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '309 m²'), ('Superficie útil:', '309 m²'), ('Superficie solar:', '238 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Menos de 5 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 60 y 80 €'), ('Referencia:', '4526072-000012')]"
https://www.pisos.com/comprar/piso-salamanca_castellana28006-44254784513_106700/,3.185.000,380,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '380 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Referencia:', 'IFC76334-CBUQ279')]"
https://www.pisos.com/comprar/chalet-brunete_centro_urbano-45842603947_100500/,400.000,230,Anuncio actualizado el 11/10/2024,N/A,N/A,"[('Superficie construida:', '230 m²'), ('Superficie solar:', '5.100 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Referencia:', 'SA5479-101354054/11756')]"
https://www.pisos.com/comprar/finca_rustica-navalcarnero_centro_urbano-48414022814_100500/,199.000,50,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '50 m²'), ('Superficie solar:', '7.000 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA4152-106139308')]"
https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-48387143333_108700/,175.000,78,Anuncio actualizado el 04/10/2024,Consumo:258 kWh/m² año,Emisiones:44 Kg CO₂/m² año,"[('Superficie construida:', '78 m²'), ('Superficie útil:', '78 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'UVC870-28948')]"
https://www.pisos.com/comprar/piso-villanueva_del_pardillo_centro_urbano-45085995468_101800/,419.900,157,Anuncio actualizado el 18/06/2024,N/A,N/A,"[('Superficie construida:', '157 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Referencia:', 'IF77018-pisoenpaloma')]"
